0013;6151;9685558491;202665162;2019-01-29;27.0;64295528
0013;6153;9666212686;103012116;2020-02-17;25.0;2789911
0013;6156;9655673176;25586754;2019-01-09;31.0;9760636
0013;6164;9685228617;61638717;2018-08-12;32.0;32490450
0013;6178;9645841691;54499170;2019-09-28;28.0;7672271
0013;6180;9649481416;337568942;2020-02-14;25.0;9845761
0013;6181;9624690556;39942492;2020-01-05;28.0;2547443
0013;6197;9616739137;285819535;2018-04-17;31.0;174746880
0013;6197;9680015450;131641251;2018-01-12;26.0;76534752
0013;6198;9696213045;112985522;2020-03-01;26.0;2121617
0013;6199;9687033668;159208092;2019-07-09;28.0;32443074
0013;6202;9692793439;311503431;2019-09-03;33.0;58822236
0013;6205;9660329496;108382494;2019-09-11;33.0;19671422
0013;6209;9620764372;312393316;2019-04-23;27.0;79426000
0013;6214;9693680988;186336857;2019-01-08;27.0;62050180
0013;6222;9697608022;142233467;2019-05-27;32.0;38561076
0013;6228;9639083124;254267047;2019-11-22;31.0;27587974
0013;6233;9694025951;90184450;2020-01-25;30.0;4659530
0013;6255;9690965216;67810874;2018-04-21;31.0;41225240
0013;6256;9649059156;171240864;2020-02-16;23.0;4376155
0013;6263;9656456696;294091656;2019-05-12;27.0;70582000
0013;6269;9653331023;164032340;2020-01-04;29.0;10967384
0013;6285;9645612336;98437940;2018-03-21;32.0;64487784
0013;6286;9662653476;38822492;2019-03-21;29.0;11633806
0013;6290;9638592543;296209306;2018-06-19;29.0;154382640
0013;6291;9678112667;320686577;2019-12-21;26.0;22465878
0013;6296;9645935671;184624762;2018-11-04;33.0;86142848
0013;6299;9623461065;253965793;2018-04-15;26.0;130594848
0013;6305;9699728034;104200204;2020-02-06;25.0;3618063
0013;6324;9695817850;314602335;2019-02-18;26.0;91566760
0013;6329;9651675085;343437774;2020-01-27;27.0;15454700
0013;6347;9635380050;68247040;2018-05-16;28.0;36148184
0013;6347;9650219741;166052770;2018-10-29;31.0;73639792
0013;6348;9629428521;76588964;2020-02-10;29.0;2838046
0013;6358;9648028907;57048990;2020-02-16;29.0;1838245
0013;6392;9616888437;223621704;2018-07-15;29.0;111866744
0013;6407;9661183944;36593917;2019-08-16;30.0;6830864
0013;6430;9623012680;89296140;2019-01-16;26.0;28118364
0013;6431;9680452115;195046583;2019-03-29;30.0;59164132
0013;6440;9619085060;198254811;2020-02-12;22.0;5330852
0013;6441;9690345658;268254774;2019-01-14;28.0;91385456
0013;6444;9674033953;140556547;2018-01-14;27.0;84650184
0013;6453;9624280103;105244457;2018-01-28;30.0;69198232
0013;6470;9628257698;280320099;2019-07-30;27.0;50667860
0013;6475;9669814238;246018791;2019-01-02;28.0;86106576
0013;6477;9633447113;289485963;2019-11-30;29.0;27517246
0013;6507;9656241017;27238413;2020-02-17;29.0;855740
0013;6508;9632759625;268321799;2019-01-03;29.0;97050496
0013;6508;9665893854;221195092;2020-02-19;24.0;5456145
0013;6513;9643556899;147228877;2019-01-10;30.0;54229304
0013;6522;9676096458;179948400;2020-02-01;24.0;6598107
0013;6525;9652749754;100322045;2019-06-27;26.0;19852618
0013;6546;9615692423;244873538;2019-01-08;33.0;99663528
0013;6556;9682191293;49639867;2019-08-03;31.0;10130670
0013;6557;9663646197;101512470;2019-11-08;28.0;11053580
0013;6574;9630485888;264328544;2020-02-09;22.0;7592103
0013;6576;9618856541;120680083;2020-01-12;25.0;6285421
0013;6577;9635047692;299738913;2019-06-08;31.0;75625800
0013;6585;9651443648;218608589;2020-01-27;26.0;9473039
0013;6610;9694483566;273260481;2018-02-20;27.0;156988160
0013;6618;9690151217;100079996;2019-03-11;26.0;27610960
0013;6619;9694797785;258872851;2020-01-13;25.0;13303188
0013;6635;9663582636;175982652;2018-07-13;28.0;85273376
0013;6637;9657820670;74217547;2018-03-28;32.0;48158940
0013;6638;9682793227;265578785;2018-01-06;30.0;179487008
0013;6671;9685553202;71409422;2020-01-03;29.0;4832037
0013;6706;9645701381;77489974;2018-05-08;30.0;44492164
0013;6712;9616675467;86536613;2018-08-18;31.0;43741860
0013;6737;9640042129;147020841;2018-12-09;30.0;58073236
0013;6743;9632308772;134618601;2020-02-24;23.0;2752202
0013;6746;9672108255;107536495;2019-03-01;31.0;36299544
0013;6760;9673923838;199639842;2019-10-02;32.0;31410002
0013;6770;9685024790;97895941;2020-01-25;27.0;4552161
0013;6771;9670209400;118202673;2020-01-28;26.0;5036747
0013;6773;9638940328;151058833;2019-06-22;30.0;35121180
0013;6776;9648744796;102774806;2018-10-25;33.0;48895120
0013;6776;9655021986;258629688;2020-02-07;26.0;9152617
0013;6780;9669075264;55040438;2020-01-20;26.0;2663345
0013;6781;9617689964;63900202;2018-05-07;31.0;37967368
0013;6787;9655131666;227774333;2019-02-10;30.0;78012712
0013;6793;9622127632;46847508;2020-01-22;27.0;2283816
0013;6801;9648891668;184903954;2019-06-23;33.0;47119692
0013;6802;9663385141;344944919;2019-01-17;33.0;137546800
0013;6806;9664706689;181514286;2018-08-01;30.0;91362192
0013;6818;9681068358;65771747;2019-03-16;33.0;22729622
0013;6826;9628445894;201021821;2019-06-19;29.0;45665456
0013;6826;9661230606;241802730;2019-10-19;33.0;35464404
0013;6826;9676194100;265030622;2019-11-02;28.0;30095702
0013;6830;9651572165;206496538;2019-04-08;33.0;67008132
0013;6836;9647998639;25694865;2020-01-10;26.0;1428919
0013;6837;9647431401;280926616;2019-12-06;30.0;26219818
0013;6841;9641679493;321953467;2019-12-13;28.0;26292866
0013;6856;9640632705;272025291;2020-01-25;27.0;12649176
0013;6874;9641874440;299753932;2019-05-14;29.0;76786960
0013;6874;9682400754;213148285;2018-07-05;26.0;97136400
0013;6878;9629678965;291362832;2020-01-29;26.0;12204864
0013;6882;9665586536;22843292;2018-03-06;31.0;14792300
0013;6883;9670070648;312445095;2018-10-09;31.0;143941712
0013;6887;9634837319;161169499;2020-02-13;24.0;4620192
0013;6888;9679029699;330051166;2020-01-02;26.0;20261474
0013;6893;9632556985;229029894;2018-04-28;29.0;128962904
0013;6896;9676010381;130260938;2020-01-29;22.0;4617026
0013;6901;9676246780;197276551;2019-12-26;27.0;13612082
0013;6907;9624857727;34267721;2019-03-18;26.0;9280841
0013;6913;9676640041;341199623;2019-07-25;26.0;60619792
0013;6917;9628812358;192070822;2019-08-24;30.0;34572748
0013;6920;9679296460;64099249;2019-08-18;32.0;12648917
0013;6922;9629024323;31800331;2019-08-18;31.0;6079163
0013;6944;9674578007;306905761;2019-03-13;28.0;90707704
0013;6947;9668359940;276730000;2018-12-16;29.0;104104288
0013;6963;9638341027;306100619;2019-03-09;31.0;101217272
0013;6964;9616290049;178488976;2020-01-08;29.0;11358839
0013;6968;9680644951;313564936;2018-05-11;32.0;191204928
0013;6985;9671298763;256754307;2020-01-14;26.0;13536657
